=|34717|1|0|0
=|47957|8|0|0
=|202483|1|0|0
=|17635|2|0|0
=|50247|1|0|0
=|54452|1|0|0
=|60659|1|0|0
=|262686|2|0|0
=|24663|5|0|0
=|34629|6|0|0
=|24992|1|0|0
=|54202|1|0|0
=|267462|1|0|0
=|19001|2|0|0
=|201211|5|0|0
=|266494|3|0|0
=|138663|1|0|0
=|138636|1|0|0
=|397842|2|0|0
=|205322|5|0|0
=|6169|1|0|0
=|201323|3|0|0
=|264848|1|0|0
=|34339|1|0|0
=|16685|10|0|0
=|19839|2|0|0
=|37670|3|0|0
=|16813|1|0|0
=|655980|2|0|0
=|3538|3|0|0
=|12502|9|0|0
=|43702|1|0|0
=|39143|1|0|0
=|133616|1|0|0
=|55127|1|0|0
=|264476|1|0|0
=|26722|1|0|0
=|45806|1|0|0
=|395012|1|0|0
=|204171|1|0|0
=|59134|1|0|0
=|132957|4|0|0
=|139978|2|0|0
=|199770|1|0|0
=|203110|1|0|0
=|3640|2|0|0
=|57840|1|0|0
=|55179|1|0|0
=|201488|1|0|0
=|28224|2|0|0
=|395216|1|0|0
=|394830|1|0|0
=|22064|1|0|0
=|393436|4|0|0
=|42913|2|0|0
=|7034|1|0|0
=|197375|2|0|0
=|16582|2|0|0
=|201919|1|0|0
=|32691|1|0|0
=|138462|1|0|0
=|198606|1|0|0
=|39726|2|0|0
=|268407|1|0|0
=|29667|3|0|0
=|137553|2|0|0
=|23624|1|0|0
=|62702|1|0|0
=|267912|1|0|0
=|10982|1|0|0
=|53320|1|0|0
=|28996|2|0|0
=|8839|2|0|0
=|21145|1|0|0
=|22180|3|0|0
=|16818|1|0|0
=|34577|2|0|0
=|11606|1|0|0
=|49573|1|0|0
=|42848|1|0|0
=|40317|8|0|0
=|383|1|0|0
=|62194|1|0|0
=|14850|1|0|0
=|146944|1|0|0
=|64309|1|0|0
=|2594|3|0|0
=|205543|2|0|0
=|52702|1|0|0
=|45031|3|0|0
=|135059|1|0|0
=|15549|2|0|0
=|139816|1|0|0
=|35984|1|0|0
=|131574|3|0|0
=|205685|2|0|0
=|268347|1|0|0
=|32713|2|0|0
=|395194|3|0|0
=|198517|2|0|0
=|9871|2|0|0
=|57221|2|0|0
=|12715|3|0|0
=|28335|3|0|0
=|41872|4|0|0
=|62408|1|0|0
=|30320|1|0|0
=|50459|1|0|0
=|132123|1|0|0
=|6045|7|0|0
=|131242|1|0|0
=|52851|2|0|0
=|9784|1|0|0
=|197429|1|0|0
=|26727|3|0|0
=|137429|1|0|0
=|28809|2|0|0
=|208452|1|0|0
=|20162|1|0|0
=|27374|1|0|0
=|58331|1|0|0
=|50324|1|0|0
=|137608|1|0|0
=|4830|3|0|0
=|198151|1|0|0
=|263530|1|0|0
=|50079|2|0|0
=|267724|1|0|0
=|40628|5|0|0
=|45816|1|0|0
=|133191|2|0|0
=|2839|3|0|0
=|59273|2|0|0
=|48135|2|0|0
=|57380|2|0|0
=|54940|1|0|0
=|10843|1|0|0
=|396842|1|0|0
=|14216|2|0|0
=|27336|1|0|0
=|262615|1|0|0
=|269338|3|0|0
=|13717|1|0|0
=|203724|2|0|0
=|137995|2|0|0
=|30303|1|0|0
=|138255|1|0|0
=|56234|1|0|0
=|201503|1|0|0
=|269515|1|0|0
=|34688|2|0|0
=|271633|1|0|0
=|21766|6|0|0
=|138150|2|0|0
=|35356|1|0|0
=|26154|1|0|0
=|21777|7|0|0
=|48981|2|0|0
=|48089|3|0|0
=|27687|1|0|0
=|61823|2|0|0
=|48416|4|0|0
=|132093|1|0|0
=|15426|2|0|0
=|58642|1|0|0
=|50482|5|0|0
=|28812|6|0|0
=|64099|1|0|0
=|198380|2|0|0
=|270477|1|0|0
=|207817|1|0|0
=|267538|3|0|0
=|8872|1|0|0
=|61894|2|0|0
=|266694|1|0|0
=|266385|3|0|0
=|20539|5|0|0
=|201069|2|0|0
=|46646|1|0|0
=|137045|1|0|0
=|394426|2|0|0
=|267267|2|0|0
=|51597|1|0|0
=|18187|12|0|0
=|200760|5|0|0
=|54363|4|0|0
=|395190|1|0|0
=|265905|5|0|0
=|24689|1|0|0
=|13554|1|0|0
=|16791|1|0|0
=|62995|2|0|0
=|48932|4|0|0
=|139604|1|0|0
=|45499|6|0|0
=|43274|2|0|0
=|33152|1|0|0
=|55022|1|0|0
=|34285|2|0|0
=|139338|1|0|0
=|27153|5|0|0
=|58477|2|0|0
=|12125|2|0|0
=|16592|4|0|0
=|196966|1|0|0
=|41349|1|0|0
=|196777|2|0|0
=|147175|1|0|0
=|28494|2|0|0
=|134672|1|0|0
=|13561|1|0|0
=|137206|1|0|0
=|328160|5|0|0
=|140423|2|0|0
=|136364|1|0|0
=|208676|1|0|0
=|40853|1|0|0
=|32942|1|0|0
=|38146|3|0|0
=|44526|1|0|0
=|266902|1|0|0
=|139656|1|0|0
=|43531|2|0|0
=|34430|1|0|0
=|39960|2|0|0
=|3624|1|0|0
=|209071|1|0|0
=|29549|1|0|0
=|18585|1|0|0
=|30067|1|0|0
=|15023|1|0|0
=|327969|1|0|0
=|262813|3|0|0
=|39214|1|0|0
=|140121|5|0|0
=|138692|2|0|0
=|41027|1|0|0
=|135557|1|0|0
=|62733|1|0|0
=|262861|1|0|0
=|41549|3|0|0
=|267197|2|0|0
=|268502|4|0|0
=|25539|1|0|0
=|134408|1|0|0
=|140442|2|0|0
=|395916|3|0|0
=|58530|1|0|0
=|21727|1|0|0
=|31902|3|0|0
=|263485|1|0|0
=|199544|2|0|0
=|201531|1|0|0
=|24016|3|0|0
=|208735|1|0|0
=|42524|1|0|0
=|267958|2|0|0
=|141207|1|0|0
=|41329|1|0|0
=|32576|1|0|0
=|47003|1|0|0
=|60662|2|0|0
=|9067|2|0|0
=|262568|1|0|0
=|31293|5|0|0
=|16345|1|0|0
=|20428|1|0|0
=|132801|1|0|0
=|17964|1|0|0
=|17155|1|0|0
=|269024|1|0|0
=|203019|1|0|0
=|12808|3|0|0
=|58187|1|0|0
=|394492|4|0|0
=|20308|1|0|0
=|26599|2|0|0
=|33004|1|0|0
=|134004|5|0|0
=|263196|1|0|0
=|58907|2|0|0
=|3495|1|0|0
=|212175|3|0|0
=|35027|1|0|0
=|271907|3|0|0
=|18539|1|0|0
=|133648|6|0|0
=|132361|1|0|0
=|25515|7|0|0
=|265468|2|0|0
=|135938|2|0|0
=|39775|5|0|0
=|52926|1|0|0
=|46543|1|0|0
=|40003|1|0|0
=|33467|1|0|0
=|142271|1|0|0
=|135352|2|0|0
=|268810|1|0|0
=|33105|1|0|0
=|49944|1|0|0
=|141092|1|0|0
=|52344|2|0|0
=|22088|1|0|0
=|53016|3|0|0
=|52407|1|0|0
=|34914|1|0|0
=|58055|5|0|0
=|17181|1|0|0
=|263103|1|0|0
=|46313|1|0|0
=|29729|1|0|0
=|59766|2|0|0
=|141389|1|0|0
=|51290|2|0|0
=|268213|1|0|0
=|35638|2|0|0
=|58895|4|0|0
=|134887|1|0|0
=|27423|1|0|0
=|14867|3|0|0
=|266435|2|0|0
=|147178|1|0|0
=|44959|1|0|0
=|132941|1|0|0
=|270280|1|0|0
=|63468|4|0|0
=|52236|1|0|0
=|61431|3|0|0
=|265308|5|0|0
=|23848|1|0|0
=|16190|4|0|0
=|38047|2|0|0
=|48715|3|0|0
=|41842|6|0|0
=|61675|2|0|0
=|11290|6|0|0
=|39093|2|0|0
=|44585|1|0|0
=|140103|2|0|0
=|12768|2|0|0
=|137329|1|0|0
=|10704|4|0|0
=|31996|1|0|0
=|37002|5|0|0
=|200334|2|0|0
=|268536|1|0|0
=|45434|1|0|0
=|137551|1|0|0
=|269645|1|0|0
=|48591|3|0|0
=|137969|9|0|0
=|26885|1|0|0
=|17043|2|0|0
=|267996|1|0|0
=|27326|1|0|0
=|268520|2|0|0
=|63336|1|0|0
=|48124|4|0|0
=|26916|1|0|0
=|138291|1|0|0
=|28087|2|0|0
=|270452|3|0|0
=|57668|1|0|0
=|263102|2|0|0
=|136331|1|0|0
=|10617|5|0|0
=|72|4|0|0
=|9078|1|0|0
=|43384|2|0|0
=|35197|1|0|0
=|28151|2|0|0
=|16993|2|0|0
=|271407|2|0|0
=|262346|1|0|0
=|133343|2|0|0
=|20042|5|0|0
=|395695|1|0|0
=|22362|1|0|0
=|6401|1|0|0
=|132690|1|0|0
=|43212|1|0|0
=|264596|3|0|0
=|32120|1|0|0
=|137882|1|0|0
=|50648|1|0|0
=|140454|4|0|0
=|30838|3|0|0
=|11653|3|0|0
=|15461|1|0|0
=|44784|3|0|0
=|59288|3|0|0
=|267349|2|0|0
=|1747|2|0|0
=|56147|3|0|0
=|14734|1|0|0
=|264478|2|0|0
=|47895|9|0|0
=|397984|1|0|0
=|7806|6|0|0
=|394302|1|0|0
=|136649|1|0|0
=|38211|1|0|0
=|55246|1|0|0
=|43623|8|0|0
=|30710|1|0|0
=|394493|2|0|0
=|137306|2|0|0
=|44222|2|0|0
=|44328|1|0|0
=|47478|7|0|0
=|263395|7|0|0
=|36372|3|0|0
=|210545|1|0|0
=|55665|3|0|0
=|270026|1|0|0
=|48236|2|0|0
=|262990|2|0|0
=|141082|1|0|0
=|12019|3|0|0
=|57354|2|0|0
=|60261|1|0|0
=|28774|1|0|0
=|36920|9|0|0
=|35613|3|0|0
=|3390|1|0|0
=|20810|3|0|0
=|203653|2|0|0
=|264940|1|0|0
=|57746|1|0|0
=|22282|1|0|0
=|13581|1|0|0
=|17044|3|0|0
=|138528|2|0|0
=|17098|1|0|0
=|272249|2|0|0
=|36990|1|0|0
=|327751|3|0|0
=|29987|1|0|0
=|138726|1|0|0
=|36412|7|0|0
=|31148|7|0|0
=|17887|3|0|0
=|32881|2|0|0
=|43140|2|0|0
=|268612|1|0|0
=|131706|12|0|0
=|36803|1|0|0
=|59916|1|0|0
=|131582|1|0|0
=|45622|1|0|0
=|34960|2|0|0
=|25513|15|0|0
=|21495|2|0|0
=|62423|6|0|0
=|31474|1|0|0
=|15819|1|0|0
=|37353|3|0|0
=|49458|2|0|0
=|32457|1|0|0
=|263749|1|0|0
=|206464|1|0|0
=|52491|1|0|0
=|269377|7|0|0
=|40285|6|0|0
=|55855|1|0|0
=|28111|2|0|0
=|29446|2|0|0
=|132540|1|0|0
=|266942|2|0|0
=|271915|2|0|0
=|48967|2|0|0
=|133824|1|0|0
=|50115|4|0|0
=|25871|1|0|0
=|38144|1|0|0
=|27915|1|0|0
=|211112|1|0|0
=|197091|7|0|0
=|41628|1|0|0
=|6660|13|0|0
=|57446|1|0|0
=|55920|1|0|0
=|395743|2|0|0
=|47693|2|0|0
=|132872|1|0|0
=|18479|4|0|0
=|40339|4|0|0
=|395337|1|0|0
=|3332|2|0|0
=|268237|1|0|0
=|394779|1|0|0
=|19212|1|0|0
=|270352|1|0|0
=|264205|2|0|0
=|30362|3|0|0
=|61877|2|0|0
=|264746|1|0|0
=|204735|1|0|0
=|136438|2|0|0
=|14360|1|0|0
=|395769|1|0|0
=|138337|2|0|0
=|27813|3|0|0
=|328176|1|0|0
=|38325|3|0|0
=|328387|1|0|0
=|266210|1|0|0
=|63878|3|0|0
=|24547|2|0|0
=|59164|1|0|0
=|134837|2|0|0
=|262581|1|0|0
=|396155|1|0|0
=|20084|1|0|0
=|63480|1|0|0
=|15209|1|0|0
=|397608|1|0|0
=|59738|1|0|0
=|50618|3|0|0
=|55292|1|0|0
=|212411|3|0|0
=|269420|2|0|0
=|61275|2|0|0
=|200764|1|0|0
=|10165|1|0|0
=|41994|1|0|0
=|200028|2|0|0
=|395997|1|0|0
=|265408|2|0|0
=|48068|1|0|0
=|2882|3|0|0
=|9036|6|0|0
=|22241|4|0|0
=|207153|1|0|0
=|48524|2|0|0
=|25308|7|0|0
=|328022|2|0|0
=|30331|1|0|0
=|197409|1|0|0
=|206626|1|0|0
=|49765|1|0|0
=|57205|1|0|0
=|11745|3|0|0
=|47095|3|0|0
=|53359|2|0|0
=|36473|2|0|0
=|1555|2|0|0
=|16855|1|0|0
=|57960|1|0|0
=|207772|1|0|0
=|34381|2|0|0
=|393566|1|0|0
=|328170|2|0|0
=|142595|2|0|0
=|13825|9|0|0
=|49355|1|0|0
=|35937|5|0|0
=|396493|2|0|0
=|58654|3|0|0
=|50466|5|0|0
=|38466|2|0|0
=|11931|2|0|0
=|201427|2|0|0
=|63548|2|0|0
=|263517|4|0|0
=|206585|1|0|0
=|139632|1|0|0
=|263795|2|0|0
=|49180|1|0|0
=|206048|2|0|0
=|264471|1|0|0
=|132016|2|0|0
=|35804|2|0|0
=|132862|2|0|0
=|208941|2|0|0
=|13871|2|0|0
=|198950|1|0|0
=|394901|4|0|0
=|58184|1|0|0
=|135918|1|0|0
=|61827|3|0|0
=|263096|3|0|0
=|140552|1|0|0
=|134799|1|0|0
=|385|3|0|0
=|397644|1|0|0
=|135040|1|0|0
=|48995|2|0|0
=|136030|7|0|0
=|31869|1|0|0
=|17483|6|0|0
=|58224|64|0|0
=|206060|1|0|0
=|395391|1|0|0
